0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
,,Engineer,1000.0,0.48807013034820557,0.9919940233230591,-1.9051684141159058,0.29582706093788147,0.07617738842964172,1.0855226516723633,-0.3937225341796875,-0.5911874771118164,-0.6628376841545105,0.635685384273529,0.14279285073280334,-2.0617268085479736,-1.131446123123169,-1.490010380744934,1.0616878271102905,1.2103359699249268,0.7723803520202637,-1.253747582435608,-0.6527809500694275,-0.44654783606529236,-0.8784627914428711,2.3433172702789307,-0.7802733182907104,1.1752755641937256,1.6173957586288452,-0.625453770160675,0.31241297721862793,0.1331402063369751,1.1562201976776123,2.0358567237854004,1.3963509798049927,-1.8102729320526123,1.2551207542419434,0.4156946837902069,1.838926911354065,0.3704206347465515,0.485545814037323,0.1130770593881607,2.487985849380493,-0.21584868431091309,-1.0235003232955933,0.06529716402292252,-1.0726184844970703,-0.30714279413223267,0.937790036201477,-0.832962691783905,-0.30200085043907166,-1.426933765411377,0.28409427404403687,-1.4029042720794678,0.26692795753479004,0.13630826771259308,1.80001962184906,-1.1189751625061035,-1.1308928728103638,1.014342188835144,1.7216395139694214,-1.932735800743103,0.6272497773170471,-0.12393683195114136,0.4389607310295105,-0.17592495679855347,0.29921650886535645,-1.2233132123947144,0.3724655210971832,-0.40576601028442383,1.525801658630371,-0.01277043204754591,-1.3479557037353516,-0.8386995792388916,1.321587324142456,-0.2925339937210083,-2.2615325450897217,-2.328915596008301,1.279052734375,1.6963034868240356,0.3219543993473053,1.6220752000808716,0.9213241934776306,0.9351513385772705,0.9123054146766663,1.776742935180664,-0.5732372999191284,1.168806552886963,1.083053469657898,-0.0187835730612278,-1.040400743484497,0.26046961545944214,-1.3497486114501953,-0.9621748328208923,0.6811229586601257,0.8250495195388794,-1.275866150856018,1.714382290840149,-0.9753470420837402,-1.0361850261688232,-1.6783270835876465,-1.6225051879882812,-0.3849051594734192,1.1414941549301147,0.2279212325811386,-0.7134959697723389,-1.0092750787734985,-0.07807691395282745,-0.9887282252311707,0.5075652003288269,-2.3008551597595215,-0.9273768663406372,-1.0796961784362793,0.7765756249427795,-0.8911163806915283,0.06836821138858795,0.23328672349452972,-0.4987269639968872,0.17271272838115692,-1.01020348072052,-0.7881647348403931,-0.6951944828033447,-0.48791179060935974,2.736342191696167,2.4435031414031982,-0.7693386077880859,0.603047788143158,-0.8121684789657593,0.8073566555976868,-0.23508766293525696,1.1181066036224365,-1.606084942817688
